plot_id,mean_chm_actual,mean_chm_predicted,residual
11252,0.3459127442829811,1.7138154448959033,-1.3679027006129223
11205,0.6758205159505208,0.9737791547119204,-0.2979586387613996
11224,1.9146078424979132,1.2860269056239935,0.6285809368739197
11225,0.926825940038005,2.479569095386967,-1.552743155348962
11226,1.4858916526617005,0.8051504352715609,0.6807412173901396
11227,0.43218615687096856,1.3091082254184851,-0.8769220685475165
11216,0.6802069200833506,0.9461311056695274,-0.2659241855861768
11217,0.749492393500026,1.4868011547130044,-0.7373087612129784
11218,1.2636272263178496,1.238372932801941,0.025254293515908577
11219,2.2718880208333334,1.577078478832575,0.6948095420007585
11253,1.06583184363858,0.5050250319897509,0.5608068116488292
11254,1.698206040955852,1.313464981440151,0.38474105951570103
11255,0.20670844297102958,1.022344954690858,-0.8156365117198285
11256,0.23743447285927755,1.1981628251215375,-0.9607283522622599
11257,0.40451623596089853,1.617033135553421,-1.2125168995925226
11206,0.8085145265709777,0.6077341915762814,0.20078033499469627
11207,0.12759996084020858,0.9982674653285316,-0.870667504488323
11208,0.8740103094713944,1.4838445452897489,-0.6098342358183545
11209,1.7160737683438154,0.8573505830412917,0.8587231853025237
11210,0.12121294153392635,1.330159885193819,-1.2089469436598927
11238,0.8999772378645184,1.7706403709223966,-0.8706631330578781
11239,2.141582306908987,1.5262245220733326,0.6153577848356546
11240,0.3354256868163247,0.5064058301242854,-0.17098014330796074
11241,0.10550886390110892,1.4024790030814394,-1.2969701391803303
11242,0.682556557892961,0.9653008411725589,-0.2827442832795979
11211,0.4073862516452513,1.4513256832564378,-1.0439394316111865
11212,0.8157891365251457,1.9651732917744982,-1.1493841552493524
11213,0.13251510790149093,0.5811830554778481,-0.4486679475763572
11214,2.470622255332497,0.7870845712864832,1.683537684046014
11215,0.47501434808161885,1.496925278724163,-1.021910930642544
16313,0.374147827862299,1.0724570443637365,-0.6983092165014375
16283,0.43049781532731907,0.5277358906139259,-0.09723807528660683
16328,0.7784880830126872,0.9230632711403384,-0.14457518812765113
16329,0.9316898591800935,0.6142206416853054,0.31746921749478807
16330,0.5113283280275468,0.6635054941343616,-0.15217716610681475
16331,0.1129299415162049,0.5665158399532793,-0.45358589843707436
16289,0.1173584035643506,0.4923547977002345,-0.3749963941358839
16290,0.08040113655382305,0.6526765321495841,-0.572275395595761
16291,0.08088846842447917,0.4802504522052598,-0.39936198378078064
16292,0.07569443367536827,1.2756841629910043,-1.199989729315636
16318,0.3307602706310046,1.4417805696895054,-1.1110202990585007
16319,3.3705182465567614,1.0086091594588855,2.361909087097876
16320,0.12853056544482483,0.727293614307809,-0.5987630488629843
16321,0.0889777436678318,0.3410605857436316,-0.2520828420757998
16322,0.060750548621362296,0.4303880681001354,-0.3696375194787731
16293,0.10720950225523881,1.3009842585282574,-1.1937747562730185
16294,0.06441964714056646,0.7502274685029351,-0.6858078213623686
16295,0.09021876188699672,1.7822353611806894,-1.6920165992936926
16296,0.7688298155950894,1.5352178597517445,-0.7663880441566551
16297,0.3044606746730709,0.8813003318406551,-0.5768396571675842
16337,0.14674385723838726,0.3600285497160308,-0.21328469247764356
16338,0.059109157276433,0.43213787720097363,-0.3730287199245406
16339,0.0553271484375,0.5384187383043791,-0.48309158986687917
16340,0.250465750644831,1.6358863865324957,-1.3854206358876646
16341,0.14170662761232508,0.8651348392114759,-0.7234282115991508
16284,0.05160667692138469,0.5258996400918412,-0.4742929631704565
16285,0.07128511658853087,0.5424757316368065,-0.47119061504827564
16286,0.0745540572238441,0.5909884700652294,-0.5164344128413852
16287,0.06362826398794087,0.7883848818574937,-0.7247566178695528
16288,0.2906008035587039,0.9402591959727198,-0.6496583924140159
16360,0.47439503225848156,1.0488142596025507,-0.5744192273440691
16361,0.06443342844645182,0.20469510934885765,-0.14026168090240582
16362,0.055604874154444824,0.7588679425872183,-0.7032630684327735
16363,1.288346210312763,0.9212119182057938,0.36713429210696913
16364,4.042944971400084,1.3864025694015254,2.656542401998559
16298,1.5119030070754718,0.6966740855916562,0.8152289214838155
16299,0.6415126299617266,0.5551735750106152,0.0863390549511115
16300,0.1993821253804576,0.8750502292517145,-0.6756681038712569
16301,0.06574036916097005,0.31395429463789687,-0.24821392547692683
16302,0.05747836319046404,0.6035727745386426,-0.5460944113481785
11119,0.6744156042272539,1.0183252685910433,-0.34390966436378945
11075,0.13695197015026167,1.5206207761129011,-1.3836688059626394
11076,0.13759593490858024,0.6881336350972533,-0.5505377001886731
11077,0.17427754486688607,0.7052745494462279,-0.5309970045793418
11114,0.15581557926482995,1.1645425756071537,-1.0087269963423238
11115,1.4777595470736091,1.2278973152471757,0.2498622318264334
11116,2.172758198161841,0.9180023929542608,1.2547558052075805
11117,3.52132534295606,0.9161000564757974,2.6052252864802625
11118,0.11055925413440962,0.9255069623104429,-0.8149477081760333
11120,0.13504319085369437,0.8792217456591025,-0.7441785548054081
11121,0.10561154024218262,0.7427256735918261,-0.6371141333496434
11122,0.1098218831600659,0.5188926408107849,-0.409070757650719
11123,0.1336188507080078,0.5332565849368649,-0.39963773422885707
11124,0.14971056210097447,0.760245094075506,-0.6105345319745316
11111,0.0,0.0006793358753936656,-0.0006793358753936656
11112,0.46442620705722343,1.2356949822411345,-0.7712687751839111
11113,0.1765658875755488,0.5061798469768294,-0.3296139594012806
11109,0.26084014655307064,0.5967906818278403,-0.3359505352747697
11110,0.1635842643383243,0.8278797355888915,-0.6642954712505672
6101,0.06057231465324027,0.12000008062690294,-0.05942776597366267
6102,0.06520689646402995,0.797701771111759,-0.732494874647729
