plot_id,median_chm_actual,median_chm_predicted,residual
817,0.10166666656732559,0.1774453083817704,-0.0757786418144448
2565,3.987666606903076,0.6079975616422705,3.3796690452608056
4739,0.05700000002980232,0.16529439917525326,-0.10829439914545094
2580,0.05933333560824394,0.6862794328395431,-0.6269460972312991
745,0.14399999380111694,0.2745473020776843,-0.13054730827656735
136,0.07800000160932541,0.16077958856491367,-0.08277958695558826
1094,0.09966666996479034,0.17471499919407374,-0.0750483292292834
4059,0.09600000083446503,0.2435814461472428,-0.14758144531277778
2610,0.0949999988079071,0.19124516189523602,-0.09624516308732892
2541,0.0811111107468605,0.20240490154781365,-0.12129379080095315
176,0.1245555579662323,0.15708304109696755,-0.03252748313073525
939,0.5149999856948853,0.16626405630534055,0.3487359293895447
1301,0.08322222530841827,0.2685048691390827,-0.18528264383066445
1375,0.07599999755620956,0.10928445892181836,-0.033284461365608795
2505,0.0729999989271164,0.4670502121364419,-0.3940502132093255
1037,0.08799999952316284,0.20048117083898806,-0.11248117131582522
3229,0.7670000195503235,0.1780100219671341,0.5889899975831894
480,0.08933333307504654,0.12723610570752034,-0.0379027726324738
3401,0.0989999994635582,0.1273747646065191,-0.02837476514296089
3178,0.07999999821186066,0.48958968605358694,-0.4095896878417263
1473,0.15699999034404755,0.12546958991198265,0.0315304004320649
3698,0.10955555737018585,0.1769790278883761,-0.06742347051819025
1986,0.0860000029206276,0.152850028429678,-0.06685002550905039
3969,0.07833333313465118,0.21805253957382892,-0.13971920643917773
3342,0.11505559086799622,0.1172822877050419,-0.002226696837045683
1505,0.1003333330154419,0.12023663749678337,-0.019903304481341477
3494,0.09300000220537186,0.17844985228574814,-0.08544985008037628
1822,0.16200000047683716,0.6851067670260199,-0.5231067665491828
3543,0.9386667013168335,0.3807659926671385,0.557900708649695
2265,0.07800000160932541,0.2771189991576211,-0.1991189975482957
555,8.58666706085205,1.303642079415249,7.283024981436801
2010,1.1743333339691162,0.26153972885872356,0.9127936051103926
1619,0.06133333221077919,0.20156122132262466,-0.14022788911184547
550,0.0788888931274414,0.810947770249835,-0.7320588771223936
3615,0.11211111396551132,0.47550746860595033,-0.363396354640439
1823,0.1428888887166977,0.1958390431717876,-0.05295015445508991
4600,0.16833333671092987,0.1784410711752282,-0.010107734464298329
332,0.09122222661972046,0.18941190080304415,-0.0981896741833237
4122,0.058222223073244095,0.29272095226001416,-0.23449872918677006
3621,0.07566666603088379,0.4905783509130282,-0.4149116848821444
1331,0.060777775943279266,0.058707594881494,0.0020701810617852687
4526,0.07766667008399963,0.24418815101940078,-0.16652148093540114
2184,0.06183333322405815,0.2819397021181756,-0.22010636889411744
3049,0.13433332741260529,0.14008701200569887,-0.005753684593093583
3369,0.09733333438634872,0.14518082607261845,-0.04784749168626973
503,0.10444444417953491,0.17884019282880553,-0.07439574864927062
662,0.07744444161653519,0.4569045031442864,-0.3794600615277512
2834,0.09399999678134918,0.1732114374413534,-0.07921144066000421
1564,0.0976666659116745,0.1281607130138215,-0.03049404710214701
2971,0.11277777701616287,0.22618625333110767,-0.1134084763149448
4332,0.1402222216129303,0.13562226909474814,0.004599952518182154
3275,0.07566666603088379,0.5168841553244022,-0.44121748929351845
1187,0.12300000339746475,0.11298577188141133,0.01001423151605342
1970,0.10733335465192795,0.17578583458600638,-0.06845247993407844
4609,0.1223333328962326,0.14432698218188886,-0.021993649285656253
3770,0.14711111783981323,0.5775764547858862,-0.4304653369460729
58,0.06066666543483734,0.11756984627802057,-0.05690318084318323
3489,0.07144444435834885,0.32520901291270304,-0.2537645685543542
783,0.1720000058412552,0.1712344494346572,0.0007655564065979781
2940,0.07733333110809326,2.0875445404303936,-2.0102112093223004
690,0.10683333873748779,0.15095925384675715,-0.04412591510926936
3501,0.27566665410995483,0.2349968636371864,0.04066979047276845
146,0.0851111114025116,0.17513575844769105,-0.09002464704517946
3113,0.0837777778506279,0.12684038975858242,-0.04306261190795452
2388,0.07266666740179062,0.15637542695055692,-0.0837087595487663
3346,0.0976666659116745,0.17454859029332634,-0.07688192438165184
965,0.14838889241218567,0.1599204390972262,-0.011531546685040528
1636,0.0833333358168602,0.10174966919439023,-0.018416333377530028
2810,0.09277777373790741,0.28613852855960176,-0.19336075482169435
1119,0.1214444488286972,0.4468889872839364,-0.3254445384552392
741,0.11800006031990051,0.16194724124093854,-0.043947180921038026
661,0.0873333290219307,0.12489873207609181,-0.03756540305416112
532,0.08100000023841858,0.14337760175102485,-0.06237760151260627
261,0.13066665828227997,0.2076582299031978,-0.07699157162091783
3125,0.10233333706855774,0.18990295996716633,-0.08756962289860859
1770,0.07800000160932541,0.4300181428112672,-0.3520181412019418
3962,0.0963333323597908,0.1441330608121238,-0.04779972845233299
2038,0.10133333504199982,0.2705776505503055,-0.1692443155083057
932,0.11388888955116272,0.1858654637743308,-0.07197657422316808
2146,0.06466666609048843,0.16775591697499997,-0.10308925088451154
4234,0.09733333438634872,0.1296970719563676,-0.03236373757001887
180,0.07400000095367432,0.14491086448511978,-0.07091086353144546
1128,0.12200000137090683,0.2680758878569022,-0.14607588648599534
1287,0.07199999690055847,0.166331246422049,-0.09433124952149052
2760,0.08166667073965073,0.22524934548719178,-0.14358267474754105
4821,0.1420000046491623,0.1311462330245199,0.010853771624642405
3259,0.06744444370269775,0.11950831384588814,-0.05206387014319039
2561,0.5600556135177612,0.22686376811636685,0.33319184540139435
2457,0.08399999886751175,0.1470521646904927,-0.06305216582298095
247,1.2584444284439087,0.409423780749055,0.8490206476948536
1868,0.1133333295583725,0.19011530992538217,-0.07678198036700967
