plot_id,true_label,prob_class_1,thresholded_label,thresholded_misclassified
2474,0,0.40460913174176766,1,1
2475,0,0.45029840766001894,1,1
2476,1,0.5970861042156119,1,0
2477,1,0.6012249069235583,1,0
2478,0,0.1905628947565993,0,0
2479,1,0.6019301412706449,1,0
3731,0,0.30133222379066177,0,0
3732,0,0.11028810078850089,0,0
3733,0,0.594506412521799,1,1
3734,0,0.4871373612419048,1,1
3735,0,0.406675427927851,1,1
3737,1,0.7579366721775419,1,0
3738,1,0.5256311501381473,1,0
3739,0,0.6673700821386613,1,1
3740,0,0.1937483123356149,0,0
3741,0,0.6754755411983823,1,1
2441,0,0.3250782177374769,0,0
2442,0,0.12018813673082585,0,0
2443,0,0.31128543345874454,0,0
2444,0,0.5017096116063565,1,1
2445,1,0.22451291470355453,0,1
2446,0,0.4908917326861645,1,1
1331,0,0.14421023767712324,0,0
1332,0,0.38671180580923603,1,1
1333,0,0.44678840064243813,1,1
1334,0,0.4334893546819004,1,1
1335,0,0.47529913888143227,1,1
1336,0,0.12124962079105772,0,0
1586,0,0.19834350099447018,0,0
1587,0,0.18208370822797396,0,0
1588,0,0.10874877082843527,0,0
1589,1,0.14862723519501386,0,1
1590,1,0.35247119672576793,1,0
1591,1,0.5311585643841522,1,0
1592,0,0.41424361348189104,1,1
1601,1,0.40924680570751326,1,0
1602,1,0.8421455807747296,1,0
1603,0,0.3606740496127246,1,1
1604,0,0.04281182930316524,0,0
1605,0,0.3206645480756832,0,0
1606,0,0.08027837754569868,0,0
1607,0,0.18204360905048605,0,0
2431,1,0.4258481887161119,1,0
2432,1,0.3679874087299499,1,0
2433,1,0.3413995189643789,1,0
2434,1,0.3966010476794063,1,0
2435,0,0.07274493687369256,0,0
2436,0,0.18905860517919149,0,0
2437,1,0.1516256022050102,0,1
2438,1,0.10648510077488772,0,1
2439,0,0.41243344634557816,1,1
2440,0,0.2986007628741543,0,0
3350,0,0.49332421605339144,1,1
3351,0,0.9341283970741547,1,1
3352,0,0.8072433609254798,1,1
3353,0,0.6559999920776565,1,1
3354,0,0.6850173373563897,1,1
3360,0,0.4414560349407088,1,1
3361,0,0.8423640840397062,1,1
3362,1,0.5874253889837767,1,0
3363,0,0.42457900147830807,1,1
3364,0,0.7042709612784894,1,1
3022,0,0.1560034041608919,0,0
3023,1,0.26823346214282884,0,1
3024,0,0.5529791399448942,1,1
3025,0,0.15103347203047285,0,0
3026,0,0.10843623486151027,0,0
3027,0,0.09026354155245243,0,0
3028,0,0.06986853752104437,0,0
3029,0,0.14160131890319483,0,0
3030,0,0.10148196158007536,0,0
3031,0,0.05713061290864789,0,0
3032,0,0.2916910575184227,0,0
3033,0,0.20256131924862725,0,0
3034,0,0.05388142148303233,0,0
3035,0,0.0610804177491609,0,0
3036,1,0.07411880233714144,0,1
3037,0,0.5189745740141305,1,1
3038,0,0.5491112080659877,1,1
3039,0,0.1873490756569363,0,0
3040,0,0.33331930469418225,0,0
3043,0,0.35056164683451463,1,1
3044,0,0.31755091841662153,0,0
3045,0,0.3059431098223727,0,0
3046,0,0.4894465192415226,1,1
3047,1,0.03880168191865457,0,1
3048,0,0.17617282988947328,0,0
3049,0,0.18111694764387154,0,0
3050,0,0.11316967038297784,0,0
3051,0,0.15406516993367192,0,0
3052,0,0.11061591162307147,0,0
3053,0,0.5390030842228933,1,1
3054,0,0.2434367865224308,0,0
3055,0,0.08961196269294361,0,0
3056,0,0.18898032542893625,0,0
3057,1,0.07729633548315558,0,1
3058,0,0.27702041577175274,0,0
3059,1,0.2977063589385785,0,1
3060,0,0.0,0,0
3061,0,0.10426488474391529,0,0
3801,1,0.47179466126638203,1,0
3802,1,0.5269893111570446,1,0
3803,0,0.7159676194598303,1,1
3804,1,0.481083471023783,1,0
3832,1,0.5161219473249152,1,0
3833,1,0.7861064239959807,1,0
3834,0,0.4629400987609795,1,1
3835,1,0.4172167490232824,1,0
2543,0,0.4196232965307466,1,1
2544,1,0.8305375814680751,1,0
2545,1,0.4122665190587201,1,0
2546,0,0.29080651745144065,0,0
2547,0,0.14936209040742843,0,0
2548,0,0.3785063118646122,1,1
2549,1,0.4042738070969272,1,0
2550,0,0.7041245740566354,1,1
2551,0,0.41661349183985,1,1
2554,1,0.6985764814220998,1,0
2555,1,0.6471576260530005,1,0
2556,1,0.6490645842125403,1,0
2557,0,0.08043172444474049,0,0
2558,0,0.2661273295841935,0,0
2559,0,0.153801745771303,0,0
2560,0,0.6976504465398861,1,1
2561,1,0.5016553114113083,1,0
2669,0,0.07222828998025867,0,0
2670,0,0.05384450259343767,0,0
2671,1,0.06439037329331715,0,1
2672,0,0.11587473417726998,0,0
2673,0,0.18776933097972695,0,0
2674,0,0.25448987949843765,0,0
2675,0,0.2417447804474,0,0
2676,0,0.08169127219775925,0,0
2677,0,0.1603617315312066,0,0
2678,0,0.19510689905770268,0,0
2679,0,0.13996948361312334,0,0
2680,0,0.39402163907883564,1,1
2681,0,0.09473370831116724,0,0
2682,0,0.26973730155494197,0,0
2683,0,0.2976111331847929,0,0
2754,0,0.49515780995808567,1,1
2825,0,0.30007633678086965,0,0
2826,0,0.2122291952800666,0,0
2827,0,0.37354970705464596,1,1
2828,0,0.4541080017883668,1,1
2829,0,0.10981038201752487,0,0
2830,0,0.191214511248577,0,0
2831,0,0.0823680767780902,0,0
2832,0,0.08302560815673464,0,0
2833,0,0.28604341073200074,0,0
2834,0,0.03904336367880457,0,0
2835,0,0.15329121626297554,0,0
2836,0,0.1256854138906477,0,0
2837,0,0.10301033211795202,0,0
