Metric,Mean,Std
Accuracy,0.7324017003188097,0.00585487498176765
Precision,0.5004733641372433,0.011589670245797818
Recall,0.4743650793650793,0.012863754913562
F1,0.4870083423153582,0.011001573717541463
AUC,0.7266487548091323,0.003530626581077259
