Metric,Mean,Std
Accuracy,0.7428480340063761,0.0056672467027922
Precision,0.5250527436074445,0.013430873435331581
Recall,0.417936507936508,0.014686614621143375
F1,0.465309277954397,0.01280602940765883
AUC,0.7397566060773607,0.0037048822680822023
