Metric,Metric_vali,DEM_only,DEM_only_vali,DEM_only+,DEM_only+_vali
MAE,MAE_vali,1.3078014232059336,1.8544721949790988,1.2793273494558017,1.846922225218513
RMSE,RMSE_vali,1.8934528425015753,2.8609952511933185,1.8177595072949135,2.850056973728728
R²,R²_vali,0.6721554419714644,0.2907149620957167,0.697843568925808,0.29612813117049963
Accuracy,Accuracy_vali,0.874101676869843,0.7191489361702128,1.0,0.7244680851063829
F1-Score,F1-Score_vali,0.7776210625293841,0.45228215767634855,1.0,0.4970873786407767
