threshold,youden_j,gmean
inf,0.0,0.0
0.9315213739141823,0.003194888178913738,0.056523341894422145
0.9141457576858969,0.0015999918471753009,0.0564782494724905
0.8600013049560198,0.020769320920657728,0.14942740258847478
0.8590262042002689,0.01917442458891929,0.1493080039257108
0.8392509545961555,0.028759089125660504,0.1784571978946215
0.8329191233486373,0.027164192793922067,0.1783143749842717
0.8173711919397372,0.030359080972835805,0.18701769423943448
0.814761375145552,0.028764184641097368,0.18686778023198408
0.8065033191902024,0.04473862553566606,0.22537102270403023
0.8025154242825375,0.043143729203927624,0.2251900744430595
0.7869160762644164,0.0495335055617551,0.23885014304188623
0.7816756600110121,0.04793860923001666,0.23865806408597628
0.7634267427062567,0.06071816194567161,0.26384641725525887
0.7565881303542186,0.059123265613933176,0.2636338949354297
0.7547928077470211,0.062318153792846914,0.26955899192881855
0.7526285788869944,0.060723257461108474,0.26934151791848393
0.7520487382886684,0.06391814564002221,0.27513447135910074
0.7515938804340546,0.06232324930828378,0.2749121404368441
0.7411078983988496,0.07510280202393872,0.29693904950257877
0.7406161784514412,0.07191300936046185,0.2964581762323828
0.714613448913336,0.10386189114959923,0.34536332368407746
0.7138619257353366,0.10226699481786079,0.34508288244929225
0.7074233694150105,0.10865677117568827,0.3540475670681198
0.7063657127269484,0.10706187484394983,0.35375960641285803
0.7036167949002908,0.1134516512017773,0.36249572698978016
0.703312321798684,0.11185675487003888,0.3622004147395485
0.7011614466154421,0.1214414194067801,0.37491304768691885
0.7011229172725789,0.11984652307504166,0.37460712103647337
0.6916236575302482,0.13262607579069663,0.39090192749675473
0.6900308986497683,0.12943628312721975,0.39026267616550964
0.6899564939057304,0.13263117130613347,0.394224835372345
0.6851099898200278,0.12784648231091816,0.39325423520773795
0.6843679246426422,0.13423625866874564,0.4010422038254525
0.6834054075941092,0.13264136233700718,0.40071171987659515
0.6733728623187353,0.1422260268737484,0.41210863799570824
0.6723755901657301,0.14063113054200999,0.4117684739773677
0.6715337033459094,0.15021579507875119,0.4228494255400595
0.6684747977020012,0.14383620975179745,0.42144925803494526
0.6667477147558084,0.1502259861096249,0.4286540407523489
0.6638597487735485,0.14863108977788647,0.4282972749470916
0.6608482486252368,0.15182597795680022,0.43185167012438774
0.6605467523457889,0.1502310816250618,0.4314916436590334
0.6592458220821156,0.15662085798288927,0.43850822801965456
0.6581817271247293,0.15502596165115082,0.4381420415440807
0.6558310864883238,0.16461062618789202,0.44845267672536976
0.6548758110504819,0.1630157298561536,0.44807755940608757
0.6538348819813842,0.16621061803506734,0.45145932481135415
0.6499847076957928,0.1598310327081136,0.44994435636203306
0.6497729545851535,0.16302592088702733,0.4532897136226506
0.6455552571580715,0.15983612822355045,0.4525246671472077
0.6455153650934579,0.1630310164024642,0.4558399104947676
0.6451539650419934,0.16143612007072577,0.45545409585899443
0.6437614196851925,0.1646310082496395,0.45874261579068915
0.6436407256940528,0.16303611191790104,0.45835368599140053
0.6429956281096193,0.1662310000968148,0.46161603097619597
0.6427974593774474,0.16304120743333794,0.4608316361342628
0.640494688571278,0.17901564832790662,0.4767820620255941
0.6403447402500697,0.17742075199616816,0.4763757713152253
0.6402329559460181,0.18061564017508192,0.47949958033576856
0.6398793502885051,0.1790207438433435,0.4790902763086928
0.639105322784503,0.18541052020117094,0.48527234200464225
0.6376542785036229,0.18222072753769408,0.4844421064230957
0.6374167784459659,0.1854156157166078,0.4874985538187141
0.6372119157786885,0.18382071938486938,0.48708027956425065
0.6312987882400259,0.20618493663726556,0.5079432336690515
0.630895200608501,0.2045900403055271,0.5075066687120136
0.6287537844603144,0.20778492848444083,0.5104150401937461
0.6282522297598934,0.2061900321527024,0.5099755953940731
0.6240577160678595,0.21577469668944363,0.5185955117022155
0.6238335309150392,0.21417980035770517,0.5181482537391476
0.6183060025926526,0.23015424125227385,0.5321927564733002
0.6140640727723603,0.22536955225705857,0.5308122281907536
0.6128100870254042,0.2349542167937998,0.5390423659340087
0.6120309877398735,0.23335932046206134,0.5385742439473726
0.6074629377225869,0.24933376135663002,0.5520070861179847
0.6058474295512309,0.2445490723614147,0.5505651844315681
0.6041350379563855,0.2509388487192422,0.5558338708354674
0.6041017238805537,0.2493439523875038,0.5553477895261955
0.6030603301362185,0.25573372874533123,0.5605624371651476
0.5971871858290351,0.2541388324135928,0.5600713617864681
0.5897575165990506,0.2796979378449027,0.580444209795781
0.5880726408120659,0.2765081451814258,0.5794249917841793
0.5874737844687956,0.2797030333603396,0.5819171537875775
0.5861170493185287,0.27810813702860115,0.5814046771106351
0.5850804478253304,0.2844979133864286,0.5863528912451321
0.5846366012912815,0.27971322439121327,0.5847996358245834
0.5846225870222787,0.28290811257012705,0.5872516366660518
0.5841443883283323,0.28131321623838856,0.5867307925399288
0.5833216238750251,0.28450810441730234,0.5891704321378385
0.5831265617071779,0.2829132080855639,0.5886469576389798
0.5828216452561557,0.28610809626447764,0.5910743780719516
0.5773784700159882,0.2797285109375239,0.5889671543303198
0.5742673974052948,0.2861182872953513,0.5937751292429609
0.5685005406076703,0.28133359830013605,0.5921768083646822
0.5684813302334032,0.2845284864790498,0.5945598232578797
0.5668283594182603,0.28293359014731134,0.5940239422808083
0.5663821146416822,0.2861284783262251,0.5963953047726448
0.5662686231827994,0.28453358199448664,0.5958567987443047
0.5650177688713236,0.2909233583523141,0.6005672024702835
0.5638904507813816,0.28773356568883723,0.5994802021177558
0.5589799074090942,0.3069028947623197,0.6133696167609036
0.5560690957634266,0.2989284131036275,0.6105802907257316
0.5551708011095257,0.3021233012825412,0.6128543406481238
0.5549785408064027,0.3005284049508028,0.6122928615191181
0.5544924358843523,0.3069181813086303,0.6168116893294515
0.5522257644550305,0.3053232849768919,0.6162455472282143
0.5517910351080573,0.3085181731558056,0.6184905293343266
0.5497105369682889,0.30692327682406717,0.617921802290523
0.5490170810305858,0.31011816500298084,0.6201566081468336
0.547785786600433,0.306928372339504,0.6190134613534161
0.5461110024116664,0.31970792505515894,0.627856958822717
0.5443064412615091,0.3165181323916821,0.6266953353322232
0.535701738579577,0.32929768510733703,0.6353998541147508
0.5356593719484782,0.32770278877559855,0.6348101557472341
0.5339774254738362,0.33089767695451233,0.636965714261655
0.5337172565448012,0.32930278062277385,0.6363734633532455
0.5323761345282018,0.34208233333842886,0.6449157712589981
0.5314256298207368,0.3404874370066904,0.6443150112112748
0.5300412295088492,0.34687721336451793,0.6485400729488529
0.5297239896168056,0.34528231703277945,0.6479348090998247
0.5291842674507704,0.3484772052116932,0.6500350895159034
0.5261722304603251,0.3420976198847394,0.6476004926118362
0.5230555412650624,0.35168228442148064,0.6538375594304882
0.5229144134697659,0.3500873880897422,0.6532216030437088
0.52200556307574,0.353282276268656,0.6552854995072992
0.5212023576312592,0.3484975872734407,0.6534282860430413
0.5186676618431919,0.3612771399890956,0.6615964567181839
0.5183791069039165,0.3596822436573571,0.6609684580415672
0.5163187575571127,0.3660720200151846,0.6650111162720724
0.5160801480413765,0.3644771236834462,0.6643786756950778
0.5130126823800882,0.36767201186236,0.6663889032109546
0.5096856076532734,0.3660771155306215,0.6657539446072998
0.5065832465960911,0.3692720037095353,0.6677562166308123
0.5065041254789938,0.36767710737779685,0.6671187403837041
0.5040898396032085,0.38045666009345175,0.6750609098926256
0.503269263316904,0.37567197109823647,0.6731220042800178
0.5029175426048226,0.37886685927715025,0.6750873281828934
0.4984124986410552,0.37567706661367334,0.6737878326022491
0.497830195822812,0.378871954792587,0.6757436794814524
0.496391143671153,0.3756821621291101,0.6744378933734202
0.49530890247823084,0.3788770503080239,0.6763843271272619
0.49364731926765776,0.375687257644547,0.6750722321436204
0.4913698122043099,0.3788821458234608,0.6770093157009867
0.4896979113398105,0.37569235315998395,0.6756908931923057
0.48932611404108145,0.3788872413388976,0.6776186885311607
0.48572737071223654,0.3741025523436823,0.6756305609547469
0.48419875281930036,0.37729744052259606,0.677547247248035
0.4836671507910758,0.37570254419085763,0.67688135298667
0.48285672685829667,0.3788974323697713,0.6787907541083568
0.4825202687105035,0.3773025360380329,0.6781223238584835
0.4817648275304292,0.38369231239586044,0.6819213581991769
0.4771652087095337,0.3789076234006451,0.6799008460299955
0.47651510592639273,0.38210251157955877,0.6817868436780538
0.4758042524542501,0.3805076152478204,0.6811101320039298
0.47453749211421564,0.3837025034267342,0.6829890600757477
0.4722526535701373,0.37891781443151884,0.6809492673868043
0.47017038554238944,0.38850247896826007,0.6865385480145463
0.4693513894318453,0.38371778997304473,0.6844758336438636
0.46903786959863814,0.3869126781519584,0.6863232751514284
0.46688070320583497,0.3773433001615278,0.6821678992645748
0.4665039670449706,0.38053818834044156,0.6839992257791988
0.4605655332818129,0.3741586030134878,0.6812073805529187
0.45831519375583135,0.38054837937131525,0.6848405123496087
0.45702861818272456,0.37576369037609997,0.6827278887687046
0.456992735956123,0.37895857855501375,0.6845316644056832
0.45391263799605697,0.37257899322806,0.6816971525846344
0.4530438033269811,0.37896876958588743,0.6852756399153466
0.45269268910032984,0.377373873254149,0.6845614389501572
0.4511594412280208,0.3805687614330628,0.6863418358163573
0.4487460663923213,0.3773789687695859,0.6849074730451831
0.4481391047886589,0.38057385694849954,0.6866795522632971
0.4476869738810732,0.3789789606167612,0.6859593847319029
0.4468468456655203,0.38217384879567495,0.6877250488747069
0.44628389176118644,0.3773891598004596,0.6855544225801132
0.4461846563530159,0.3805840479793734,0.6873100065623876
0.44357464419538956,0.3789891516476349,0.686583078800493
0.4432072666584194,0.3821840398265486,0.6883323378872763
0.44220534749195245,0.3805891434948102,0.6876027856548441
0.44049347370787784,0.383784031673724,0.6893457612918675
0.4402959786930304,0.3821891353419855,0.6886135829001381
0.44018214012217993,0.3853840235208993,0.6903503160062227
0.43948205098463206,0.38378912718916086,0.6896155097138952
0.43900514512870736,0.38698401536807453,0.6913460406900763
0.43835669914682085,0.3837942227045977,0.6898703804361361
0.4383481359433455,0.38698911088351146,0.6915929059151161
0.43283347399702743,0.3822044218882961,0.6893679363762761
0.42975540475399965,0.39178908642503735,0.6944934191133854
0.4292778668302971,0.3901941900932989,0.693744638928965
0.42912714204077834,0.3933890782722126,0.6954429147600456
0.4285901468255778,0.38860438927699725,0.6931861984317609
0.4268522833192645,0.39179927745591103,0.6948748396633988
0.4261972169131397,0.3902043811241726,0.694119129989399
0.4258167579645356,0.3933992693030864,0.6958018455011173
0.42011650818980883,0.377450305985702,0.688180565875303
0.41983621598658116,0.3806451941646157,0.6898408350334185
0.4143672003465118,0.37426560883766197,0.6867611730697458
0.4129104581544954,0.3806553851954895,0.690055010542596
0.41186046643407936,0.37906048886375104,0.6892792317582191
0.4111854620990617,0.3854502652215785,0.6925537358509707
0.40965400479842784,0.38226047255810164,0.6909921696342918
0.4095954499428227,0.3854553607370153,0.6926199508525579
0.40682406383345376,0.3806706717418,0.6902654286249917
0.4066506847248172,0.3838655599207138,0.6918838726488911
0.4058960941038991,0.37748597459376004,0.6887245690533126
0.40385862223102315,0.38707063913050127,0.6935352764371678
0.40254882284250715,0.38547574279876284,0.6927376507834545
0.40018841734221744,0.3918655191565903,0.6959226682701012
0.40017107947914765,0.3902706228248518,0.6951204516711503
0.3987284384212291,0.39666039918267926,0.6982873038369152
0.39863657508440403,0.39506550285094083,0.6974805013678026
0.3980035914921858,0.3982603910298546,0.6990567304997547
0.39305703047372154,0.38709611670768557,0.6933699456048841
0.3920001789048961,0.39029100488659935,0.6949298349680975
0.3910080707770318,0.3871012122231225,0.6932927777237736
0.38935958731701903,0.39029610040203616,0.6948455070544381
0.3878095157894989,0.38232161874334397,0.690726647368155
0.38681127042281477,0.38551650692225775,0.6922667309910687
0.3861274956013849,0.38392161059051927,0.6914381648880588
0.38608456122317536,0.38711649876943305,0.6929729906720309
0.3859944624205462,0.3855216024376946,0.6921415890641216
0.38579459793809684,0.3887164906166083,0.6936711856016097
0.3841132491481559,0.3791471126261777,0.6886505802719793
0.3822740824332963,0.3855368889840051,0.6916776303793281
0.3794968109886596,0.38075219998878984,0.6891424564355594
0.37947554051064214,0.3839470881677036,0.6906454952034659
0.37595825094958857,0.37597260650901143,0.6863900911962868
0.3757895024571039,0.3791674946879252,0.687880625180028
0.37201647714831004,0.3775725983561868,0.6870245195276153
0.37078979208210855,0.38396237471401423,0.6899922418495121
0.37065322089294367,0.3807725820505373,0.6882694120901618
0.3684759544651362,0.3839674702294511,0.6897448037341389
0.36222318900413814,0.3743980922390205,0.6845391081632142
0.3606924736289602,0.37759298041793415,0.6860002391920692
0.3503102816698822,0.3536695354418576,0.6727812692522218
0.3500917876051823,0.35686442362077136,0.6742111991740906
0.34936291118163293,0.3520797346255561,0.6715304283221017
0.3476747927784523,0.3616643991622973,0.6757851515303791
0.3471564042394293,0.356879710167082,0.6730765829091857
0.34632141373808073,0.3632694865249094,0.6758869357708674
0.3419900109139659,0.3537001085344788,0.670414076988265
0.34119527708066516,0.36008988489230626,0.6731901305900226
0.3399412876201255,0.3569000922288294,0.6713482936758653
0.33977859619984696,0.3600949804077432,0.6727282505146596
0.338222568344689,0.3537153950807894,0.6690217305694451
0.33784736254544623,0.3569102832597031,0.6703912749517301
0.33594197108718515,0.3489358016010109,0.665719501833353
0.33548796352577304,0.3521306897799247,0.6670767295456607
0.33509645877831584,0.35053579344818625,0.666136522271423
0.3316922063371949,0.3665102343427549,0.6728721487973145
0.32671954035511863,0.35853575268406274,0.6681033279020926
0.32500699974656355,0.3617306408629765,0.6694328880786456
0.32392497166512596,0.35854084819949966,0.6675119863052176
0.32346906310682755,0.36173573637841333,0.6688351035327981
0.31997721711830585,0.35535615105145957,0.6649689722803782
0.31988431312215654,0.3617459274092871,0.6675921342296591
0.3132702809181687,0.3473918604236412,0.6587754167830705
0.31202849372160546,0.35058674860255484,0.6600658693748835
0.31026186681654877,0.34580205960733956,0.6570948151203975
0.3100851623731724,0.34899694778625334,0.6583769525641912
0.30931648800675665,0.3474020514545149,0.6573816731552814
0.30907827222617174,0.3505969396334287,0.6586593841239965
0.3062293409794143,0.3474071469699518,0.6566604132496343
0.3048047218982315,0.35060203514886545,0.6579317801964516
0.3029426774703324,0.3442224498219117,0.6539076948621119
0.30135417978057405,0.34741733800082547,0.6551688487721503
0.3000464081410515,0.3442275453373486,0.6531435924620675
0.29747676809118545,0.3474224335162623,0.6543984324132551
0.2951985890272687,0.3394479518575701,0.6492978212652635
0.2941826155270152,0.3426428400364839,0.6505404976581427
0.2924212217691068,0.34104794370474545,0.6495135980476818
0.29072708969830363,0.34424283188365923,0.6507519473093374
0.2899858573096488,0.3410530392201824,0.6486893368994933
0.28774543373981704,0.3474428155780098,0.6511511648622421
0.2846947391157118,0.3330887485923638,0.6417515369553345
0.28420879993147424,0.3362836367712776,0.6429612487489255
0.2813771344709186,0.3283091551125855,0.6376692966277651
0.28135633621684986,0.3315040432914992,0.6388667987090954
0.2807719383373538,0.32671935429628385,0.6356644387000736
0.2793137741102219,0.3331091306541113,0.6380407626455984
0.2759136528758239,0.3267295453271575,0.6337296270392533
