Metric,Mean,Std
Accuracy,0.7278191489361703,0.004118477943414751
Precision,0.6022240851708696,0.007295780943040171
Recall,0.5379872204472843,0.007992266776470592
F1,0.5682689848117308,0.006677704612144571
AUC,0.7580519334933326,0.002181590098645931
