feature,importance
mound_area_15percentile,0.13412303
rough_avg,0.11490732
rough_SD,0.11385685
dem_diff,0.09329331
mound_coverage_15percentile,0.078394026
mound_density_15percentile,0.069497734
hollow_density_low15percentile,0.06912258
plot_avg_slope,0.062226485
hollow_area_low15percentile,0.06083019
hollow_coverage_low15percentile,0.05805336
