Metric,Mean,Std
Accuracy,0.7534156088387401,0.0015965775018963245
Precision,0.5935206861986198,0.010737268268048186
Recall,0.1690884476534295,0.004957125342399446
F1,0.263167545398703,0.006647741985474996
AUC,0.7374124525785996,0.00118157212271676
