plot_id,median_chm_actual,median_chm_predicted,residual
19111,5.2628889083862305,1.4428349420505202,3.8200539663357103
1139,0.11988888680934906,0.2925951595029743,-0.17270627269362526
19905,0.10000000149011612,0.4596014714687771,-0.359601469978661
11267,0.10477777570486069,0.3306440637185374,-0.2258662880136767
13188,0.06499999761581421,0.7928452232125885,-0.7278452255967743
3534,0.003000000026077032,0.1527929274638516,-0.14979292743777456
3699,0.052166666835546494,0.06529734649656818,-0.013130679661021688
5454,0.10700000077486038,1.2989714469674447,-1.1919714461925843
12328,0.07422222197055817,0.3638650793752108,-0.2896428574046526
18482,0.09666667133569717,0.2680729879530717,-0.17140631661737454
5096,0.10633333027362823,0.15947429660829576,-0.05314096633466753
15067,0.05366666615009308,0.5756197589322772,-0.5219530927821842
7001,0.07533333450555801,0.40355143999727594,-0.3282181054917179
9588,0.06222222372889519,0.36641925591047625,-0.30419703218158106
5011,0.14194443821907043,0.4558266786737681,-0.31388224045469765
5117,2.99405574798584,0.6169956420986022,2.377060105887238
6423,13.004666328430176,4.535968489075323,8.468697839354853
14896,1.5022221803665161,0.7998982338776653,0.7023239464888508
18429,0.07411111146211624,0.445456287553611,-0.37134517609149476
19570,0.0676666721701622,0.882882638289439,-0.8152159661192768
6064,0.0820000022649765,0.3406666988890522,-0.2586666966240757
1943,0.09244444966316223,0.8658068768086072,-0.773362427145445
7479,0.10400000214576721,0.2695320546058,-0.16553205246003277
16380,0.06655555963516235,0.147283002836748,-0.08072744320158565
9064,0.06177777796983719,0.4604383390904206,-0.3986605611205834
21027,0.05999999865889549,0.12966630380741914,-0.06966630514852365
16597,0.06466666609048843,0.3437069802016954,-0.27904031411120694
19898,0.10966666787862778,0.6937658960481571,-0.5840992281695293
8212,0.07400000095367432,1.0279116959190229,-0.9539116949653486
3102,0.10944444686174393,0.34504977589794067,-0.23560532903619674
5692,0.07966666668653488,0.23685245130013216,-0.15718578461359728
19140,0.08100000023841858,0.29904965822367624,-0.21804965798525766
9865,0.06666667014360428,0.3301345215159996,-0.2634678513723953
9731,0.06933332979679108,0.5880533594169538,-0.5187200296201627
5831,0.07911110669374466,0.3124048066836873,-0.23329369998994265
21268,0.06599999964237213,0.2914995861918147,-0.22549958654944258
8577,0.07377777993679047,0.32341035043426375,-0.24963257049747328
