feature,importance
mound_coverage_15percentile,0.102175005
avg_mound_size_15percentile,0.0837206
plot_avg_slope,0.08067927
rough_avg,0.0801478
mound_density_15percentile,0.07721189
rough_SD,0.07138843
mound_area_15percentile,0.07049566
hollow_density_low15percentile,0.0686907
max_mound_size_15percentile,0.068227895
hollow_coverage_low15percentile,0.05968716
