threshold,youden_j,gmean
inf,0.0,0.0
0.89998055,-0.0002954209748892171,0.0
0.79784995,0.013513554859403072,0.11749423974471727
0.7972532,0.013218133884513854,0.11747687820199307
0.7876598,0.016670377843086927,0.13134314272205988
0.7843803,0.01637495686819771,0.131323729058112
0.7840909,0.017525704854388736,0.13563056416104607
0.78249,0.017230283879499517,0.1356105108506443
0.756845,0.024134771796645662,0.15901741932289207
0.75636613,0.023839350821756446,0.15899390125438764
0.7519664,0.02499009880794747,0.16256724407709364
0.74759287,0.024694677833058253,0.16254319388921484
0.7356716,0.02929766977782235,0.17611110953674847
0.73553705,0.029002248802933134,0.17608504795916785
0.7159379,0.0370574847062703,0.1975968679372599
0.71522695,0.036762063731381085,0.19756761816018642
0.71495867,0.03791281171757211,0.20045196953620784
0.71097034,0.037617390742682895,0.20042228833821643
0.70754176,0.03991888671506494,0.20606909143162255
0.7067199,0.03962346574017572,0.20603856945982935
0.69692075,0.044226457684939824,0.21689003168919435
0.6960934,0.04393103671005061,0.2168578974521576
0.69068086,0.04623253268243265,0.22208413866760057
0.6903563,0.04593711170754343,0.22205122512334163
0.6887017,0.047087859693734455,0.22461837659431336
0.6851021,0.04679243871884524,0.22458507759826732
0.6837082,0.04909393469122729,0.22963256350050087
0.6809404,0.048798513716338074,0.2295985110700474
0.67232925,0.05225075767491114,0.23696717521693714
0.67049193,0.051659915725132705,0.23689686897737847
0.66427875,0.05511215968370578,0.2440410880270893
0.66148424,0.05452131773392735,0.24396864002548477
0.66067827,0.0568228137063094,0.24861607933711177
0.6589395,0.055936550781641746,0.2485052960805142
0.65822566,0.058238046754023796,0.25306540664141536
0.64742786,0.05676094187957771,0.25287726788472675
0.64108455,0.05791168986576874,0.2551251100276973
0.6311023,0.05702542694110109,0.2550111555323104
0.6293438,0.0581761749272921,0.25723836948334355
0.6261514,0.05728991200262445,0.25712336834378346
0.6239208,0.06074215596119752,0.2636892770254424
0.6208754,0.059560472061640654,0.2635319445072438
0.61976856,0.06071122004783168,0.26568326138213993
0.61670583,0.05952953614827481,0.26552454974230016
0.6166849,0.060680284134465835,0.2676573113112455
0.6155565,0.060089442184687404,0.2675772822135345
0.6092764,0.06584318211564252,0.27799271810324605
0.60866845,0.06554776114075331,0.2779511366628664
0.6072915,0.06669850912694433,0.2799874359492179
0.6031237,0.06581224620227669,0.2798617401242752
0.60291386,0.06696299418846771,0.2818824287488482
0.59864825,0.06548588931402162,0.2816712966476584
0.59397405,0.06778738528640366,0.28566683375599994
0.5933496,0.06749196431151444,0.2856239890862793
0.5905997,0.07324570424246957,0.29537504083556504
0.58915675,0.07295028326758035,0.2953307268242384
0.58823377,0.07410103125377138,0.2972422725199959
0.5880649,0.07380561027888216,0.29719766499029027
0.58683777,0.07495635826507319,0.2990967109262612
0.5866791,0.07466093729018397,0.299051811622409
0.5832104,0.075811685276375,0.3009385925579828
