Metric,Mean,Std
Accuracy,0.7753925716972262,0.0018406311000810256
Precision,0.3980396086383774,0.008759074573904652
Recall,0.19418872266973533,0.004953231595472014
F1,0.2610134897640499,0.006019862252458012
AUC,0.6765273740338901,0.0017792427520270742
