plot_id,tree_count_actual,tree_count_predicted,residual
19111,1.0,0.5993156053215233,0.4006843946784767
1139,1.0,1.108593882919499,-0.10859388291949901
19905,0.0,0.4426885151563286,-0.4426885151563286
11267,0.0,0.1977313506663825,-0.1977313506663825
13188,0.0,0.18037111451574503,-0.18037111451574503
3534,0.0,0.08161053920001154,-0.08161053920001154
3699,0.0,0.04519830164014737,-0.04519830164014737
5454,0.0,0.1203162981705835,-0.1203162981705835
12328,0.0,0.2693528122200647,-0.2693528122200647
18482,1.0,0.5198032720873889,0.48019672791261114
5096,0.0,0.06031613894793072,-0.06031613894793072
15067,0.0,0.27688759443723376,-0.27688759443723376
7001,4.0,0.6995808969413028,3.3004191030586973
9588,0.0,0.26928341089290986,-0.26928341089290986
5011,1.0,0.6012434623946356,0.39875653760536445
5117,1.0,0.38061934296598116,0.6193806570340188
6423,0.0,0.24140595493702355,-0.24140595493702355
14896,1.0,0.26792076634747397,0.732079233652526
18429,0.0,0.3058467038954575,-0.3058467038954575
19570,0.0,0.4170956011451161,-0.4170956011451161
6064,0.0,0.30128818522405654,-0.30128818522405654
1943,0.0,0.18506401131080005,-0.18506401131080005
7479,0.0,0.11839100466848057,-0.11839100466848057
16380,0.0,0.05849235454929578,-0.05849235454929578
9064,0.0,0.12882358910144714,-0.12882358910144714
21027,0.0,0.07664178230491586,-0.07664178230491586
16597,0.0,0.248341711985009,-0.248341711985009
19898,0.0,0.3901175306008398,-0.3901175306008398
8212,0.0,0.2357293217181924,-0.2357293217181924
3102,0.0,0.24387906020861028,-0.24387906020861028
5692,0.0,0.8297340422330511,-0.8297340422330511
19140,0.0,0.5721347506895801,-0.5721347506895801
9865,1.0,0.09977303725431183,0.9002269627456881
9731,0.0,1.090911283442577,-1.090911283442577
5831,0.0,0.4037702406488008,-0.4037702406488008
21268,0.0,0.07845272191273345,-0.07845272191273345
8577,0.0,0.38699658451268204,-0.38699658451268204
2145,0.0,0.43496099994842524,-0.43496099994842524
20175,0.0,0.254177832601656,-0.254177832601656
17355,0.0,0.27370295169069914,-0.27370295169069914
18819,0.0,0.11384470519661095,-0.11384470519661095
6315,0.0,0.26191056688072434,-0.26191056688072434
6101,0.0,0.02735982298667515,-0.02735982298667515
6616,0.0,0.7105923144371503,-0.7105923144371503
7063,0.0,0.22946438321351972,-0.22946438321351972
8892,0.0,0.4261842279326027,-0.4261842279326027
7272,0.0,0.07276304715165888,-0.07276304715165888
7394,0.0,0.10398424455013161,-0.10398424455013161
16295,0.0,0.403732320351211,-0.403732320351211
4391,0.0,0.2454499238007359,-0.2454499238007359
15092,0.0,0.22349517619266934,-0.22349517619266934
4684,0.0,0.4066437625848506,-0.4066437625848506
13546,0.0,0.3721529740210425,-0.3721529740210425
18543,0.0,0.07084030153174724,-0.07084030153174724
1524,1.0,0.847965311769778,0.15203468823022204
14878,0.0,0.3051928595309589,-0.3051928595309589
19024,1.0,1.0363001750640246,-0.03630017506402461
16008,0.0,0.3383022225190982,-0.3383022225190982
5605,0.0,0.08565900116765107,-0.08565900116765107
11550,0.0,0.7807146532673201,-0.7807146532673201
2393,2.0,0.49761372097622114,1.5023862790237787
5433,0.0,0.018091749142104176,-0.018091749142104176
14611,0.0,0.06922931383675442,-0.06922931383675442
18154,0.0,0.5360149354976389,-0.5360149354976389
206,0.0,0.1401225983877857,-0.1401225983877857
5350,1.0,0.08857488159655467,0.9114251184034453
16487,0.0,0.37388301038804267,-0.37388301038804267
5131,0.0,0.07572773286551714,-0.07572773286551714
19458,0.0,0.038780605797096156,-0.038780605797096156
678,1.0,0.40808937399070083,0.5919106260092992
866,2.0,0.6410964279095267,1.3589035720904734
6553,0.0,0.44896202868873625,-0.44896202868873625
17866,0.0,0.38523579286629855,-0.38523579286629855
3365,2.0,0.17721198503269567,1.8227880149673044
12707,0.0,0.4106602098637174,-0.4106602098637174
16013,0.0,0.3111706392205621,-0.3111706392205621
20020,0.0,0.7119269919387712,-0.7119269919387712
3605,0.0,0.09534511859327341,-0.09534511859327341
15631,0.0,0.22844828532750866,-0.22844828532750866
13102,1.0,0.12649665466698204,0.873503345333018
8255,0.0,0.39807866252240703,-0.39807866252240703
19029,0.0,0.055532639705493395,-0.055532639705493395
13860,0.0,0.07249830299600851,-0.07249830299600851
4296,2.0,0.7045526908649316,1.2954473091350684
21240,0.0,0.31638361054779535,-0.31638361054779535
8,0.0,0.10461905492042128,-0.10461905492042128
2387,0.0,0.09510358409059456,-0.09510358409059456
18474,0.0,0.26285664046251017,-0.26285664046251017
19055,0.0,0.135626889452115,-0.135626889452115
11309,0.0,0.8862295621008089,-0.8862295621008089
5531,0.0,0.06701341194528997,-0.06701341194528997
15467,0.0,0.4875042484854376,-0.4875042484854376
19493,0.0,0.19192073347068966,-0.19192073347068966
17204,0.0,0.18034299467490789,-0.18034299467490789
376,0.0,1.2227361166805204,-1.2227361166805204
4118,0.0,0.20918553046188426,-0.20918553046188426
20847,1.0,0.7074353722338863,0.2925646277661137
5995,0.0,0.06489301016471234,-0.06489301016471234
21058,0.0,0.12814459047748086,-0.12814459047748086
13655,0.0,0.25848235143774045,-0.25848235143774045
20734,0.0,0.14843563708130658,-0.14843563708130658
3455,0.0,0.3663534461234151,-0.3663534461234151
16166,0.0,0.3692740066975865,-0.3692740066975865
7850,0.0,0.09358405303247595,-0.09358405303247595
4456,0.0,0.435880445844572,-0.435880445844572
21242,0.0,0.08057089526664857,-0.08057089526664857
19835,1.0,0.37872956399086866,0.6212704360091313
1487,0.0,0.2624345387046249,-0.2624345387046249
7073,0.0,0.2256166840979996,-0.2256166840979996
13602,0.0,0.24638179753135622,-0.24638179753135622
118,0.0,0.3156402670717147,-0.3156402670717147
20877,2.0,0.2818855775578599,1.71811442244214
18455,0.0,0.0019100188923972243,-0.0019100188923972243
7462,0.0,0.10824125680256348,-0.10824125680256348
346,0.0,0.8973336436902741,-0.8973336436902741
816,0.0,0.08993052518370487,-0.08993052518370487
3156,0.0,0.17511966017893524,-0.17511966017893524
9466,0.0,0.2162888517065415,-0.2162888517065415
21021,2.0,0.1311687221123778,1.8688312778876222
7305,0.0,0.2475572386214888,-0.2475572386214888
6608,0.0,0.4231394891035579,-0.4231394891035579
8527,0.0,0.5150773920689722,-0.5150773920689722
15120,0.0,0.10653180964074813,-0.10653180964074813
10809,0.0,0.5091034625207339,-0.5091034625207339
3834,0.0,0.059227409601579996,-0.059227409601579996
476,0.0,0.06989957647239821,-0.06989957647239821
12020,0.0,0.06650862240398336,-0.06650862240398336
1132,1.0,2.4400234293840604,-1.4400234293840604
15948,2.0,0.42212488743795346,1.5778751125620465
10794,0.0,0.5625001641198222,-0.5625001641198222
1180,3.0,1.2520960934281218,1.7479039065718782
13246,0.0,0.3348110227484302,-0.3348110227484302
9263,0.0,0.44435288847582155,-0.44435288847582155
20699,0.0,0.15889147551948535,-0.15889147551948535
15066,0.0,0.21527713833627904,-0.21527713833627904
14019,0.0,0.608682784325599,-0.608682784325599
3863,0.0,0.04120214390704291,-0.04120214390704291
5097,0.0,0.08899896179022639,-0.08899896179022639
20331,0.0,0.18155751539746562,-0.18155751539746562
4388,0.0,0.08312275096522735,-0.08312275096522735
827,2.0,0.37494850358554865,1.6250514964144513
2888,0.0,0.08489148946659938,-0.08489148946659938
793,0.0,0.4464185473959561,-0.4464185473959561
6118,1.0,0.369211626644889,0.630788373355111
5434,0.0,0.06263664087971431,-0.06263664087971431
9468,0.0,0.40425345897610726,-0.40425345897610726
18044,1.0,0.15832402041101998,0.84167597958898
18909,0.0,0.03854683600636999,-0.03854683600636999
18149,0.0,0.42359253416358666,-0.42359253416358666
330,0.0,0.6228963181080079,-0.6228963181080079
18673,0.0,0.08337890071056733,-0.08337890071056733
1020,0.0,1.019567082093942,-1.019567082093942
6849,0.0,0.10044045929688016,-0.10044045929688016
14634,0.0,0.3365752040870481,-0.3365752040870481
8396,0.0,0.1185558523764958,-0.1185558523764958
17320,0.0,0.3243844366476662,-0.3243844366476662
2094,0.0,0.4126694249468084,-0.4126694249468084
284,0.0,0.06818415926403129,-0.06818415926403129
9359,0.0,0.25073430778903727,-0.25073430778903727
15940,0.0,0.4101342904958595,-0.4101342904958595
16709,0.0,0.11260045854238712,-0.11260045854238712
1961,1.0,0.6150337777771822,0.38496622222281784
18782,0.0,0.03146186542057403,-0.03146186542057403
20697,0.0,0.06368600940932079,-0.06368600940932079
20650,0.0,0.2108502749548071,-0.2108502749548071
2174,0.0,0.2442791867498287,-0.2442791867498287
6588,2.0,0.6795349857056059,1.3204650142943941
11102,0.0,0.13803236941234748,-0.13803236941234748
21156,1.0,0.5135165558292359,0.48648344417076406
9886,0.0,0.1285147191865365,-0.1285147191865365
1232,1.0,1.0802213475685678,-0.0802213475685678
11123,1.0,0.5478481254451442,0.45215187455485584
9607,0.0,0.15584735450838083,-0.15584735450838083
9825,0.0,0.1655356199873608,-0.1655356199873608
3805,0.0,0.09459596193594588,-0.09459596193594588
16684,1.0,0.3657042597044788,0.6342957402955212
2757,0.0,0.04858594180997243,-0.04858594180997243
6888,0.0,0.3519695164822998,-0.3519695164822998
1429,0.0,0.27916867014612096,-0.27916867014612096
1338,1.0,0.4501545814635404,0.5498454185364596
17365,0.0,0.11181318960942829,-0.11181318960942829
823,1.0,0.42790587346592607,0.572094126534074
8047,0.0,0.4333955627675896,-0.4333955627675896
7772,0.0,0.06678722682024194,-0.06678722682024194
5809,0.0,0.062243077027496554,-0.062243077027496554
20289,0.0,0.21605168732187308,-0.21605168732187308
15106,0.0,0.2527777866352489,-0.2527777866352489
4663,0.0,0.1337922854106008,-0.1337922854106008
6249,0.0,0.41190405744037323,-0.41190405744037323
9197,0.0,0.7640224403607414,-0.7640224403607414
16611,0.0,0.251584586254252,-0.251584586254252
21224,2.0,0.14807531981644306,1.851924680183557
13848,0.0,0.055456039981450996,-0.055456039981450996
8149,0.0,0.25109082037467884,-0.25109082037467884
19740,0.0,0.3352655152354841,-0.3352655152354841
10150,0.0,0.9638900805838199,-0.9638900805838199
10579,0.0,0.17104192762439002,-0.17104192762439002
18451,0.0,0.12991880002101694,-0.12991880002101694
7385,0.0,0.11682747982108434,-0.11682747982108434
5567,0.0,0.5166713291216425,-0.5166713291216425
2991,0.0,0.17108981000757656,-0.17108981000757656
17827,0.0,0.3301119651785262,-0.3301119651785262
13709,0.0,0.16476108658009508,-0.16476108658009508
18592,0.0,0.06748713849121597,-0.06748713849121597
19072,1.0,0.45186708986326685,0.5481329101367332
3480,0.0,0.8306801690703094,-0.8306801690703094
5595,0.0,0.06532337277381906,-0.06532337277381906
3655,0.0,0.24124758729942983,-0.24124758729942983
18588,0.0,0.13688568627583222,-0.13688568627583222
15329,0.0,0.24353594378390975,-0.24353594378390975
1823,0.0,0.46790573546153374,-0.46790573546153374
11354,0.0,0.19065195647115427,-0.19065195647115427
15938,0.0,0.06069107720018998,-0.06069107720018998
8648,0.0,0.4148273297565539,-0.4148273297565539
15349,1.0,0.4177455920718427,0.5822544079281573
16592,0.0,0.42238737097480666,-0.42238737097480666
20319,0.0,0.15562385756640115,-0.15562385756640115
15378,2.0,0.1534902545025183,1.8465097454974817
11812,0.0,0.28130296654608233,-0.28130296654608233
16913,0.0,0.49537507360647093,-0.49537507360647093
8763,0.0,0.061053397503976516,-0.061053397503976516
14609,0.0,0.11824955854851098,-0.11824955854851098
3948,0.0,0.08038686337199512,-0.08038686337199512
1406,2.0,1.2811154532951294,0.7188845467048706
9868,0.0,0.34433535678131905,-0.34433535678131905
10745,0.0,0.09030606193753045,-0.09030606193753045
17875,0.0,0.16004920492902247,-0.16004920492902247
5557,0.0,0.10205624107139283,-0.10205624107139283
3359,0.0,0.24532080518113109,-0.24532080518113109
802,2.0,0.7123033632903477,1.2876966367096523
4713,0.0,0.07581351542621316,-0.07581351542621316
4805,0.0,0.24282526416386693,-0.24282526416386693
12174,2.0,0.4797356182274128,1.5202643817725872
5298,0.0,0.08586922616531417,-0.08586922616531417
1831,0.0,0.523580089752299,-0.523580089752299
2342,0.0,0.09425098693726258,-0.09425098693726258
19505,0.0,0.07024219013846777,-0.07024219013846777
2129,0.0,0.16364563219089578,-0.16364563219089578
4670,0.0,0.09587027175074905,-0.09587027175074905
15146,0.0,0.7012074804561657,-0.7012074804561657
16672,0.0,0.06283692979821073,-0.06283692979821073
